flat_id,room_cnt,address,metro,price,region,Парковка,Тип дома,Вид из окон,Тип перекрытий,Жилая площадь,Год постройки,Балкон/лоджия,Отопление,Общая площадь,Подъезды,Санузел,Высота потолков,Тип жилья,Ремонт,Строительная серия,Аварийность,Мусоропровод,Количество лифтов,Площадь кухни,Газоснабжение,Отделка
278745770,5,"Москва,САО,р-н Ховрино,Петрозаводская ул.,15К3","Беломорская,Речной вокзал,Ховрино",16000000,1,,Панельный,На улицу и двор,Железобетонные,66,1968,1 балкон,Центральное,86,4,1 раздельный,"2,64 м",Вторичка,Косметический,II-49,Нет,Да,1 пассажирский,6,Центральное,
285756068,3,"Московская область,Щелково городской округ,Клюквенный поселок,18к1",,6520856,1,,Монолитно-кирпичный,,,,,,,"82,5",,,3 м,Новостройка,,,,,,,,
284931518,1,"Москва,ЦАО,р-н Басманный,Большая Почтовая ул.,6","Бауманская,Лефортово,Электрозаводская",9700000,1,Открытая,Блочный,Во двор,Железобетонные,"17,4",1968,,Центральное,"29,4",1,1 совмещенный,"2,5 м",Вторичка,Косметический,II-18,Нет,Да,1 пассажирский,6,,
287996186,1,"Москва,ЗАО,р-н Дорогомилово,Бадаевский жилой комплекс","Киевская,Выставочная,Деловой центр",52452400,1,Подземная,Монолитный,,,,,,,"52,4",,,,Новостройка,,,,,1 пассажирский,,,Без отделки
284011723,3,"Московская область,Раменское,р-н Западный,мкр. Холодово,ул. Космонавтов,19",,5800000,1,Наземная,Кирпичный,Во двор,Железобетонные,"42,1",1968,1 балкон,Центральное,"58,8",4,1 раздельный,"2,55 м",Вторичка,Косметический,,Нет,,,"5,8",Центральное,
289293359,1,"Московская область,Раменское,р-н Центральный,мкр. Заводской,ул. Коминтерна,7",,3800000,1,,Кирпичный,Во двор,Железобетонные,"11,2",1982,,Центральное,"20,3",2,1 совмещенный,"2,6 м",Вторичка,Косметический,,Нет,,,5,Центральное,
278927103,5,"Москва,ЦАО,р-н Хамовники,ул. Ефремова,19к2","Спортивная,Спортивная",662981900,1,,Монолитный,Во двор,Железобетонные,,2015,,Индивидуальный тепловой пункт,366,3,,"3,2 м",Вторичка,Без ремонта,Индивидуальный проект,Нет,,,,,
290015686,2,"Московская область,Балашиха,мкр. Янтарный,ул. Кольцевая,8","Щёлковская,Первомайская,Измайловская",11800000,1,Открытая,Панельный,На улицу и двор,Железобетонные,"33,2",2010,2 лоджии,Центральное,"59,1",6,1 совмещенный,"2,65 м",Вторичка,Евроремонт,П-44,Нет,Да,"2 пассажирских, 1 грузовой","12,9",,
289010344,6,"Москва,ЮАО,р-н Даниловский,просп. Лихачева,10к3","Технопарк,ЗИЛ,Автозаводская",100000000,1,Подземная,Монолитный,,Железобетонные,,2022,,Центральное,184,2,"2 совмещенных, 2 раздельных",3 м,Вторичка,Дизайнерский,Индивидуальный проект,Нет,,"2 пассажирских, 1 грузовой",45,,
289068575,5,"Московская область,Мытищи городской округ,Туристический Пансионат Клязьминское водохранилище поселок,ш. Сорокинское,9",Медведково,18297000,4593,,,Во двор,Нет информации,"90,1",,3 лоджии,Нет информации,"158,2",,2 раздельных,,Вторичка,Евроремонт,,Нет,,2 пассажирских,"30,3",,
291649549,2,"Москва,ЮАО,р-н Чертаново Южное,Россошанская ул.,1К1","Улица Академика Янгеля,Красный Строитель,Пражская",12900000,1,Наземная,Панельный,На улицу,Железобетонные,25,1972,1 лоджия,Центральное,41,16,1 раздельный,"2,65 м",Вторичка,Косметический,II-49,Нет,,1 пассажирский,6,Центральное,
290368619,1,"Москва,ЗАО,р-н Очаково-Матвеевское,Большая Очаковская 2 жилой комплекс,2.1","Аминьевская,Мичуринский проспект,Раменки",11431464,1,Открытая,Монолитный,,,"11,5",,,,"30,7",,1 совмещенный,"2,62 м",Новостройка,,,,,"4 пассажирских, 4 грузовых","14,2",,Чистовая
278418359,4,"Москва,САО,р-н Беговой,ул. 3-я Ямского Поля,9","Белорусская,Менделеевская,Новослободская",145000000,1,,Монолитный,На улицу,Нет информации,,2016,,Нет информации,200,,3 совмещенных,"4,5 м",Вторичка Апартаменты,Дизайнерский,,Нет,,2 пассажирских,,,
275931829,5,"Московская область,Красногорск,мкр. Опалиха,аллея Золотая,1","Опалиха,Аникеевка,Нахабино",23434254,4593,Подземная,Монолитно-кирпичный,,,,,,,"115,7",,,3 м,Новостройка,,,,,1 грузовой,,,Без отделки
285385762,5,"Москва,ЗАО,р-н Раменки,Вишневый Сад жилой комплекс,3-я очередь","Ломоносовский проспект,Деловой центр,Деловой центр",230056200,1,,Монолитно-кирпичный,,,,,,,232,,,,Новостройка,,,,,,,,Без отделки
285331691,1,"Московская область,Щелково,Потаповский микрорайон,1","Щёлковская,Комсомольская,Ростокино",5300000,1,Наземная,Кирпичный,Во двор,Железобетонные,20,2017,1 лоджия,Центральное,40,5,1 совмещенный,,Вторичка,Косметический,,Нет,Нет,,11,,
290774957,1,"Московская область,Щелково,Фряновское ш.,13","Щёлковская,Первомайская,Измайловская",4699695,1,,Кирпичный,,,"17,5",,1 лоджия,,"40,69",,1 совмещенный,"2,6 м",Новостройка,,,,,,"11,3",,Без отделки
273223944,4,"Москва,ЦАО,р-н Хамовники,7-й Ростовский пер.,15","Киевская,Киевская",185000000,1,Подземная,Монолитный,На улицу и двор,Железобетонные,,2006,2 балкона,Индивидуальный тепловой пункт,180,1,3 совмещенных,3 м,Вторичка,Дизайнерский,Индивидуальный проект,Нет,,1 пассажирский,15,,
285041196,4,"Москва,СЗАО,р-н Покровское-Стрешнево,Северо-Западный административный округ,Сити Бэй жилой комплекс,к8","Трикотажная,Волоколамская,Тушинская",29412026,1,Подземная,Монолитный,Во двор,,"59,6",,,,"108,6",,1 совмещенный,"2,85 м",Новостройка,,,,,"1 пассажирский, 1 грузовой",,,Предчистовая
286395468,5,"Москва,ЦАО,р-н Пресненский,Никитский бул.,12",Арбатская,199000000,1,Подземная,,Во двор,Нет информации,98,1914,1 балкон,Центральное,177,15,2 раздельных,,Вторичка,Евроремонт,Индивидуальный проект,Нет,,1 пассажирский,18,Центральное,
282766314,3,"Москва,ЗАО,р-н Раменки,Минская ул.,1ГК2","Ломоносовский проспект,Минская,Раменки",50000000,1,Подземная,Монолитно-кирпичный,На улицу и двор,Железобетонные,95,2005,1 лоджия,Индивидуальный тепловой пункт,137,4,2 совмещенных,,Вторичка,Евроремонт,,Нет,Да,"1 пассажирский, 1 грузовой",12,,
288751021,6,"Москва,ЦАО,р-н Якиманка,Ленинский просп.,2","Октябрьская,Добрынинская,Парк Культуры",791675000,1,,Монолитно-кирпичный,,,"273,5",,,,"316,67",,4 совмещенных,"3,2 м",Новостройка Апартаменты,,,,,,"38,1",,Без отделки
270994082,6,"Москва,ЦАО,р-н Арбат,Хлебный пер.,19","Арбатская,Александровский сад,Баррикадная",732076545,1,Наземная,Монолитный,На улицу и двор,,,,,,"263,9",,"3 совмещенных, 1 раздельный","3,4 м",Вторичка,Дизайнерский,,,,1 грузовой,"63,9",,
291785906,1,"Московская область,Химки городской округ,Рузино деревня,Кутузовский микрорайон,3к1","Нахабино,Аникеевка,Опалиха",6197142,1,,Монолитный,,,,,,,"37,7",,,"3,05 м",Новостройка,,,,,1 грузовой,,,
283946300,4,"Москва,ЦАО,р-н Хамовники,Ксеньинский пер.,3",Фрунзенская,108000000,1,Подземная,,На улицу и двор,Нет информации,,1997,"1 лоджия, 1 балкон",Центральное,180,1,"2 совмещенных, 1 раздельный","5,4 м",Вторичка Апартаменты,Без ремонта,,Нет,,2 пассажирских,25,,
284180243,6,"Москва,СЗАО,р-н Покровское-Стрешнево,Береговая ул.,4К3",Тушинская,350433290,1,Подземная,Кирпичный,На улицу и двор,Железобетонные,,2005,,Центральное,535,2,4 совмещенных,"3,2 м",Вторичка Пентхаус,Дизайнерский,,Нет,,,15,,
291579846,1,"Московская область,Лобня,ул. Чехова,4","Лобня,Хлебниково,Шереметьевская",6000000,1,Наземная,Кирпичный,Во двор,Железобетонные,16,1974,1 лоджия,Центральное,"33,8",1,1 совмещенный,"2,55 м",Вторичка,Евроремонт,,Нет,Да,1 пассажирский,"8,4",Центральное,
290747671,2,"Москва,ЗАО,р-н Раменки,Винницкая ул.,8к3","Раменки,Ломоносовский проспект,Мичуринский проспект",37064161,1,,Монолитный,,,"31,3",,,,"62,7",,,"3,4 м",Новостройка,,,,,,"15,4",,Без отделки
285385627,4,"Москва,ЦАО,р-н Таганский,Серебрянический пер.,8","Китай-город,Чкаловская,Китай-город",129900000,1,,,На улицу и двор,,,,,,"108,6",,2 совмещенных,"3,2 м",Вторичка Апартаменты,Дизайнерский,,,,1 пассажирский,10,,
279829575,4,"Московская область,Одинцовский городской округ,Заречье рп,ул. Весенняя,1с1",Давыдково,74990000,4593,Подземная,Блочный,На улицу и двор,Железобетонные,,2009,,Центральное,"132,5",1,2 совмещенных,,Вторичка,Дизайнерский,Индивидуальный проект,Нет,,,"16,3",,
284388114,5,"Москва,НАО (Новомосковский),Сосенское поселение,Прокшино жилой комплекс,8к2","Прокшино,Филатов Луг,Румянцево",29448109,1,,Монолитный,На улицу и двор,,"55,2",,1 балкон,,"134,1",,"2 совмещенных, 1 раздельный","2,99 м",Новостройка,,,,,"1 пассажирский, 1 грузовой","33,8",,Предчистовая
285919020,4,"Москва,ЦАО,р-н Хамовники,Оболенский пер.,9К8","Фрунзенская,Парк Культуры,Спортивная",89000000,1,,Монолитный,На улицу и двор,Железобетонные,,2002,2 балкона,Автономная котельная,"145,2",1,2 совмещенных,"3,2 м",Вторичка,Евроремонт,,Нет,,,"15,7",,
268609300,4,"Московская область,Химки,мкр. Фирсановка,Речная ул.,28",Сходненская,9800000,4593,Наземная,,Во двор,,"66,2",,2 балкона,,100,,2 раздельных,,Вторичка,Евроремонт,,,,,"12,5",,
290710600,2,"Москва,СВАО,р-н Марьина роща,1-я Ямская ул.,6",Марьина роща,18500000,1,Открытая,,Во двор,Нет информации,,2021,,Индивидуальный тепловой пункт,32,6,1 совмещенный,,Вторичка Апартаменты,Евроремонт,,Нет,Нет,,12,,
288546596,2,"Москва,ЦАО,р-н Тверской,Тверская ул.,12С7","Пушкинская,Тверская,Чеховская",35340000,1,Наземная,Кирпичный,,Нет информации,"28,6",1917,,Центральное,57,5,1 совмещенный,"3,6 м",Вторичка,Без ремонта,Индивидуальный проект,Нет,,1 пассажирский,"23,2",Центральное,
290107865,4,"Московская область,Ступино,ул. Горького,33/25",,9900000,1,,Кирпичный,На улицу и двор,Железобетонные,68,1949,,Центральное,92,5,1 совмещенный,3 м,Вторичка,Евроремонт,,Нет,,,11,Центральное,
286400004,4,"Московская область,Ленинский городской округ,Развилка поселок,проезд Римский,7","Зябликово,Шипиловская,Красногвардейская",19576870,4593,Подземная,Монолитный,,,"66,3",,,,"108,7",,,3 м,Новостройка,,,,,"1 пассажирский, 1 грузовой","12,8",,Без отделки
281159341,3,"Москва,ЦАО,р-н Замоскворечье,Космодамианская наб.,4/22С9","Новокузнецкая,Третьяковская,Китай-город",175483424,1,Подземная,Монолитно-кирпичный,,,,,,,"113,42",,,"3,2 м",Новостройка Апартаменты,,,,,,"26,2",,Черновая
288542886,1,"Московская область,Одинцово,мкр. Одинцово-1","Одинцово,Баковка,Рассказовка",6343209,1,Открытая,Панельный,,,"10,5",,,,"37,1",,1 совмещенный,"2,68 м",Новостройка,,,,,2 пассажирских,"18,3",,Предчистовая
287052769,4,"Московская область,Одинцовский городской округ,Лайково село,Рублевский Квартал жилой комплекс","Одинцово,Баковка,Сколково",12249672,4593,Открытая,Монолитный,,,"45,5",,1 балкон,,"68,46",,1 совмещенный,3 м,Новостройка,,,,,1 грузовой,"6,1",,Чистовая
271907640,4,"Московская область,Реутов,Транспортный пер.,10",Новокосино,11800000,4593,,Кирпичный,,Железобетонные,66,1956,1 балкон,Центральное,105,3,1 раздельный,,Вторичка,Косметический,,Нет,Да,1 пассажирский,9,Центральное,
290463743,4,"Московская область,Ленинский городской округ,Битца поселок,Южная Битца жилой комплекс,бул. Южный,7","Улица Старокачаловская,Битца,Аннино",17467609,4593,Подземная,Монолитный,,,"69,1",,,,"108,1",,,"2,74 м",Новостройка,,,,,"1 пассажирский, 1 грузовой","15,6",,Предчистовая
290811845,2,"Москва,ЮВАО,р-н Некрасовка,Рождественская ул.,23/33","Некрасовка,Лухмановская,Улица Дмитриевского",13100000,1,Наземная,Монолитный,Во двор,Железобетонные,"32,5",2010,1 балкон,Центральное,"53,2",6,1 раздельный,"2,7 м",Вторичка,Косметический,П-3М,Нет,Да,,"9,2",,
291421770,5,"Москва,ЗАО,р-н Тропарево-Никулино,просп. Вернадского,94к4","Тропарёво,Юго-Западная",143000000,1,,Монолитный,На улицу и двор,Железобетонные,"131,8",2010,,Центральное,"222,2",1,"2 совмещенных, 1 раздельный",,Вторичка,Дизайнерский,Индивидуальный проект,Нет,,"2 пассажирских, 2 грузовых",27,,
271822143,4,"Московская область,Подольск,мкр. Центральный,Кооперативный проезд,3","Подольск,Силикатная,Остафьево",16800000,1,Наземная,Монолитный,На улицу,Железобетонные,53,1998,2 балкона,Центральное,96,4,2 совмещенных,"2,8 м",Вторичка,Косметический,,Нет,,1 пассажирский,18,Центральное,
288918294,2,"Москва,ЦАО,р-н Пресненский,Богословский пер.,16/6С1","Пушкинская,Тверская,Чеховская",59000000,1,Наземная,Кирпичный,На улицу,Железобетонные,"43,3",1917,,Центральное,60,4,1 совмещенный,,Вторичка,Дизайнерский,Индивидуальный проект,Нет,Нет,,"11,7",Центральное,
271319253,2,"Москва,САО,р-н Хорошевский,ул. Зорге,9к2","Зорге,Полежаевская,Хорошёво",23698998,1,Подземная,Монолитно-кирпичный,,,"32,4",,,,"61,1",,,3 м,Новостройка,,,,,"2 пассажирских, 1 грузовой","9,9",,Без отделки
283553000,2,"Москва,ЗАО,р-н Кунцево,Ярцевская ул.,24К2","Молодёжная,Кунцевская",25000000,1,Открытая,Монолитный,На улицу и двор,Железобетонные,"37,3",2017,,Нет информации,"70,1",1,1 совмещенный,3 м,Вторичка,Евроремонт,Индивидуальный проект,Нет,,,"10,2",,
289797180,3,"Московская область,Ленинский городской округ,Новое Видное жилой комплекс","Битца,Бутово,Щербинка",8326686,1,Открытая,Монолитный,,,"35,8",,,,"53,05",,1 совмещенный,3 м,Новостройка,,,,,2 пассажирских,"5,2",,Чистовая
290776655,4,"Москва,ЦАО,р-н Якиманка,Софийская наб.,4к4","Боровицкая,Александровский сад,Библиотека им. Ленина",674842000,1,,Монолитный,,,,,,,"253,7",,,,Новостройка,,,,,,,,Чистовая
288557554,4,"Москва,ЦАО,р-н Арбат,ул. Арбат,47/23","Смоленская,Кропоткинская,Арбатская",114000000,1,Наземная,Кирпичный,На улицу,Деревянные,90,1910,,Центральное,"165,7",1,3 совмещенных,"3,2 м",Вторичка,Евроремонт,Индивидуальный проект,Нет,,1 пассажирский,"12,8",Центральное,
291555753,2,"Москва,СВАО,р-н Алексеевский,ул. Бориса Галушкина,18",ВДНХ,13900000,1,,Кирпичный,На улицу,Железобетонные,24,1973,1 балкон,Центральное,"41,3",10,1 раздельный,,Вторичка,Косметический,Индивидуальный проект,Нет,,1 пассажирский,10,Центральное,
289981518,5,"Москва,ЦАО,р-н Пресненский,Шмитовский проезд,16С1",Улица 1905 года,108918455,1,Подземная,Монолитный,,Железобетонные,,2004,1 лоджия,Центральное,"160,1",3,2 совмещенных,,Вторичка,Дизайнерский,Индивидуальный проект,Нет,,,"15,2",,
289409092,4,"Московская область,Красногорск городской округ,Отрадное поселок,ул. Лесная,19к4",Пятницкое шоссе,25300000,4593,Подземная,,На улицу и двор,Железобетонные,"55,8",2021,"1 лоджия, 1 балкон",Центральное,"111,6",16,"2 совмещенных, 1 раздельный","2,8 м",Вторичка,Евроремонт,Индивидуальный проект,Нет,Нет,"1 пассажирский, 1 грузовой","21,4",,
288626911,4,"Москва,ЦАО,р-н Пресненский,2-я Звенигородская ул.,12С19",,163000000,1,Подземная,Монолитный,На улицу и двор,,,,,,158,,"1 совмещенный, 2 раздельных",3 м,Вторичка,Дизайнерский,,,,,,,
291716840,1,"Московская область,Пушкино,мкр. Новое Пушкино,ул. Сретенская,1","Медведково,Бабушкинская,Алтуфьево",5468745,1,Открытая,Монолитный,,,"10,2",,1 лоджия,,"25,5",,1 совмещенный,"2,8 м",Новостройка,,,,,1 грузовой,6,,Без отделки
288371580,6,"Москва,СЗАО,р-н Покровское-Стрешнево,Береговая ул.,4К3","Сокол,Щукинская",350433290,1,,Кирпичный,Во двор,Железобетонные,428,2005,,Центральное,535,2,4 совмещенных,,Вторичка Пентхаус,Евроремонт,,Нет,,1 грузовой,,,
288139163,2,"Московская область,Люберцы,ул. 8 Марта,18к1","Улица Дмитриевского,Лухмановская,Выхино",10900000,1,Наземная,Монолитный,Во двор,Железобетонные,30,2020,,Центральное,60,7,"1 совмещенный, 1 раздельный","2,7 м",Вторичка,Евроремонт,,Нет,Да,,21,,
290745855,3,"Москва,ЦАО,р-н Таганский,Большой Николоворобинский пер.,9/11","Китай-город,Таганская,Курская",477093600,1,Подземная,Монолитно-кирпичный,,,,,,,296,,,"2,7 м",Новостройка,,,,,1 пассажирский,,,Без отделки
291397969,4,"Москва,ЦАО,р-н Хамовники,ул. Усачева,11И",Спортивная,240000000,1,Многоуровневая,Монолитно-кирпичный,,,"129,4",,1 балкон,,"199,37",,3 совмещенных,,Вторичка,Без ремонта,,,,,20,,
288217064,5,"Москва,ЗАО,р-н Крылатское,Островной проезд,5К1","Молодёжная,Мнёвники,Крылатское",299000000,1,,Монолитный,На улицу,Железобетонные,,2003,,Автономная котельная,384,2,3 совмещенных,3 м,Вторичка Пентхаус,Дизайнерский,Индивидуальный проект,Нет,,1 пассажирский,,Центральное,
290837832,4,"Московская область,Мытищи,мкр. 25,пер. 1-й Рупасовский,11Б","Ростокино,Медведково",13700000,1,,Панельный,На улицу и двор,Железобетонные,"59,9",2014,,Центральное,"95,2",1,1 раздельный,,Вторичка,Косметический,,Нет,,2 пассажирских,"13,8",,
291658972,1,"Московская область,Ленинский городской округ,Мисайлово деревня,Пригород Лесное микрорайон,к12.1","Зябликово,Красногвардейская,Домодедовская",4752316,1,Открытая,Монолитный,,,"12,9",,1 балкон,,"27,71",,1 совмещенный,"2,8 м",Новостройка,,,,,2 пассажирских,"4,5",,Чистовая
275397734,6,"Москва,ЮЗАО,р-н Гагаринский,Андреевская наб.,1с7","Ленинский проспект,Площадь Гагарина,Воробьёвы горы",291750000,1,Подземная,Монолитный,Во двор,,,,,,1167,,3 раздельных,,Вторичка,Без ремонта,,,,,,,
279488477,2,"Москва,ЮВАО,р-н Кузьминки,ул. Юных Ленинцев,70",Волжская,12600000,1,,Монолитный,На улицу,Железобетонные,"26,5",1963,1 балкон,Центральное,"42,3",5,1 совмещенный,,Вторичка,Косметический,1-515,Нет,,,6,Центральное,
290576974,6,"Москва,СЗАО,р-н Хорошево-Мневники,Таманская ул.,3с30",Октябрьское поле,330000000,1,,,Во двор,,,,,,353,,,,Вторичка,Дизайнерский,,,,,,,
290169446,2,"Москва,ЗАО,р-н Раменки,ул. Лобачевского,120к2",Аминьевская,28300000,1,,,Во двор,Нет информации,32,2021,,Нет информации,71,,2 совмещенных,,Вторичка,Без ремонта,,Нет,,"2 пассажирских, 1 грузовой",21,,
288092224,4,"Московская область,Одинцовский городской округ,Новоивановское рп,Овражная ул.,47А",Немчиновка,19000000,4593,,Монолитный,На улицу,Нет информации,90,2017,,Нет информации,"139,1",,2 совмещенных,"2,95 м",Вторичка Апартаменты,Без ремонта,,Нет,,1 пассажирский,15,,
289094095,5,"Московская область,Чехов,Новая ул.,26к1",,16990000,4593,,,,,,,1 балкон,,180,,"1 совмещенный, 2 раздельных",,Вторичка,Косметический,,,Нет,,,,
289873106,4,"Москва,ЗАО,р-н Раменки,ул. Янковского,1к3","Аминьевская,Проспект Вернадского,Мичуринский проспект",58300000,1,Подземная,,Во двор,Нет информации,,2022,2 лоджии,Нет информации,138,,3 совмещенных,"3,2 м",Вторичка,Без ремонта,,Нет,,2 пассажирских,,,
277713839,4,"Москва,ЦАО,р-н Пресненский,Большой Палашевский пер.,1С2","Пушкинская,Тверская,Чеховская",265192760,1,Подземная,Монолитный,На улицу и двор,Железобетонные,,1906,,Центральное,198,2,"2 совмещенных, 1 раздельный",3 м,Вторичка,Дизайнерский,Индивидуальный проект,Нет,,1 пассажирский,,,
290935730,1,"Москва,ЦАО,р-н Тверской,Тверская ул.,27С1","Тверская,Тверская",19044000,1,Открытая,Кирпичный,На улицу и двор,Нет информации,,1902,,Центральное,"41,4",1,1 совмещенный,"2,9 м",Вторичка Апартаменты,Без ремонта,Индивидуальный проект,Нет,,1 пассажирский,,Центральное,
289211635,4,"Московская область,Подольск,мкр. Силикатная,Тепличная ул.,8","Силикатная,Остафьево,Подольск",16000000,1,Наземная,Монолитный,Во двор,Железобетонные,75,2007,2 лоджии,Центральное,120,7,"1 совмещенный, 1 раздельный","2,7 м",Вторичка,Евроремонт,,Нет,Нет,"1 пассажирский, 1 грузовой",12,,
273393368,4,"Москва,СЗАО,р-н Щукино,ул. Маршала Конева,14","Октябрьское поле,Панфиловская,Зорге",66000000,1,,Панельный,На улицу и двор,Железобетонные,99,2009,,Индивидуальный тепловой пункт,150,1,2 раздельных,,Вторичка,Евроремонт,Индивидуальный проект,Нет,,3 пассажирских,20,,
290869023,4,"Московская область,Богородский городской округ,Электроугли,Светлый микрорайон,18","Новокосино,Некрасовка,Новогиреево",6200000,4593,Наземная,,,Нет информации,"45,4",,1 балкон,Нет информации,"61,7",,1 раздельный,"2,6 м",Вторичка,Косметический,,Нет,,,"5,9",,
288175070,5,"Москва,ЦАО,р-н Тверской,ул. Большая Дмитровка,7/5С2","Театральная,Чеховская,Пушкинская",382500000,1,,,На улицу,,"212,4",,,,296,,"2 совмещенных, 3 раздельных",6 м,Вторичка,Без ремонта,,,Нет,1 пассажирский,"32,2",,
277306556,1,"Москва,СВАО,р-н Останкинский,АйЛав жилой комплекс","Алексеевская,Марьина роща,Телецентр",11303000,1,,Монолитный,,,"19,1",,,,"25,4",,,3 м,Новостройка,,,,,"8 пассажирских, 6 грузовых",,,Без отделки
279136651,2,"Москва,ЗАО,р-н Очаково-Матвеевское,Мичуринский Парк жилой комплекс,2.6","Озёрная,Говорово,Юго-Западная",17965860,1,Открытая,Монолитный,,,"21,7",,,,"48,9",,1 раздельный,"2,62 м",Новостройка,,,,,"4 пассажирских, 4 грузовых",17,,Чистовая
291778822,5,"Москва,ЗАО,р-н Очаково-Матвеевское,Староволынская ул.,15к1",Славянский бульвар,568270200,1,,Монолитный,На улицу и двор,Железобетонные,118,2006,1 балкон,Центральное,160,5,2 совмещенных,"3,3 м",Вторичка,Евроремонт,Индивидуальный проект,Нет,,,16,,
245775768,5,"Москва,ВАО,р-н Соколиная гора,просп. Буденного,30/8","Шоссе Энтузиастов,Соколиная гора,Электрозаводская",34000000,1,,Кирпичный,На улицу и двор,Железобетонные,"84,5",1956,,Центральное,"116,1",5,1 раздельный,3 м,Вторичка,Косметический,Индивидуальный проект,Нет,Да,1 пассажирский,8,Центральное,
282771486,2,"Московская область,Ленинский городской округ,Развилка поселок,проезд Римский,9","Зябликово,Красногвардейская",10990000,1,,Монолитный,Во двор,,,,1 лоджия,,"63,4",,1 раздельный,,Новостройка,,,,,,"11,5",,
290460015,1,"Москва,ЗАО,р-н Очаково-Матвеевское,Большая Очаковская ул.,44к1","Озёрная,Юго-Западная,Мичуринский проспект",15500000,1,Наземная,Панельный,На улицу,Железобетонные,22,2016,1 балкон,Индивидуальный тепловой пункт,41,4,1 совмещенный,3 м,Вторичка,Дизайнерский,,Нет,Да,"2 пассажирских, 2 грузовых",9,,
289198844,6,"Москва,ЮЗАО,р-н Гагаринский,ул. Губкина,6К1",Академическая,110000000,1,,Кирпичный,,Железобетонные,195,2001,1 балкон,Индивидуальный тепловой пункт,"356,9",1,4 совмещенных,3 м,Вторичка,Без ремонта,,Нет,,,20,,
275947020,2,"Москва,ЮАО,р-н Чертаново Южное,Ютаново жилой комплекс,2","Красный Строитель,Улица Академика Янгеля,Аннино",15139647,1,Открытая,Монолитный,,,"25,5",,,,"52,6",,1 раздельный,"2,68 м",Новостройка,,,,,"3 пассажирских, 3 грузовых","16,8",,Чистовая
288536271,4,"Московская область,Домодедово,мкр. Северного,Северный микрорайон,ул. Советская,50",,14000000,4593,,Монолитный,,Железобетонные,"71,5",2013,,Центральное,"119,5",11,1 раздельный,"2,9 м",Вторичка,Без ремонта,Индивидуальный проект,Нет,Нет,"1 пассажирский, 1 грузовой","11,5",,
291736234,5,"Москва,ЗАО,р-н Кунцево,Молодогвардейская ул.,8к1","Кунцевская,Кунцевская",71000000,1,,,На улицу и двор,Нет информации,,2013,"1 лоджия, 1 балкон",Центральное,"232,5",3,3 совмещенных,"3,3 м",Вторичка,Без ремонта,,Нет,,"1 пассажирский, 1 грузовой",,,
285408685,1,"Московская область,Ленинский городской округ,Горки Парк жилой комплекс,к7.1","Зябликово,Красногвардейская,Домодедовская",6383058,1,Открытая,Монолитный,,,"14,7",,1 балкон,,"34,46",,1 совмещенный,"2,77 м",Новостройка,,,,,"1 пассажирский, 1 грузовой","10,9",,Чистовая
290749001,6,"Московская область,Одинцовский городской округ,Сколково деревня,Новая ул.,10","Говорово,Солнцево",48950000,4593,,Кирпичный,На улицу и двор,,142,,,,250,,3 совмещенных,,Вторичка,Дизайнерский,,,,,20,,
291452120,3,"Москва,ЗАО,р-н Раменки,Мичуринский просп.,56","Раменки,Раменки,Ломоносовский проспект",54000000,1,,Монолитный,,Железобетонные,,2020,,Индивидуальный тепловой пункт,78,3,2 совмещенных,,Вторичка,Дизайнерский,Индивидуальный проект,Нет,,,29,,
291162130,5,"Москва,ЮАО,р-н Даниловский,наб. Марка Шагала,1к2","ЗИЛ,ЗИЛ",105000000,1,Подземная,Монолитный,На улицу и двор,Железобетонные,,2019,,Центральное,175,6,3 совмещенных,3 м,Вторичка,Дизайнерский,Индивидуальный проект,Нет,,1 пассажирский,,,
279677989,4,"Москва,ЦАО,р-н Якиманка,Мытная ул.,40к4","Серпуховская,Октябрьская,Шаболовская",57285000,1,,Монолитный,На улицу и двор,Железобетонные,,2022,,Нет информации,"127,3",1,2 совмещенных,,Вторичка,Без ремонта,Индивидуальный проект,Нет,,,15,,
282920080,2,"Московская область,Мытищи,мкр. 17,ул. Колпакова,41",,11400000,1,,Монолитный,Во двор,Железобетонные,"37,4",2015,1 балкон,Индивидуальный тепловой пункт,"55,9",5,1 совмещенный,,Вторичка,Косметический,Индивидуальный проект,Нет,,2 пассажирских,,,
290581677,2,"Москва,СВАО,р-н Северное Медведково,Студеный проезд,14",Медведково,17000000,1,,,Во двор,Нет информации,"30,6",2005,1 балкон,Центральное,"54,4",6,1 раздельный,"2,75 м",Вторичка,Евроремонт,П-44Т,Нет,,"1 пассажирский, 1 грузовой","9,8",,
284199465,2,"Москва,ЮВАО,р-н Печатники,Шоссейная ул.,4к1","Печатники,Печатники",15300000,1,,Панельный,,Железобетонные,"33,8",1973,1 балкон,Центральное,"44,8",4,1 раздельный,"2,64 м",Вторичка,Дизайнерский,II-49,Нет,,1 пассажирский,6,Центральное,
277152529,4,"Москва,ЗАО,р-н Раменки,Мосфильмовская ул.,70к2","Ломоносовский проспект,Минская,Раменки",79000000,1,Подземная,,На улицу и двор,,102,,1 балкон,,"145,8",,2 совмещенных,3 м,Вторичка,Дизайнерский,,,,,15,,
